movieId,avg_rating,avg_sentiment,rating_variance,fairness_score,category
2413,3.389,0.013,0.34,0.171,Fair
2414,3.364,0.013,0.255,0.166,Fair
2415,3.0,0.013,0.0,0.094,Fair
2416,2.906,0.013,0.774,0.075,Fair
2417,1.0,0.013,0.0,0.306,Underrated
2418,2.75,0.013,0.975,0.044,Fair
2419,3.75,0.013,0.125,0.244,Overrated
2420,3.566,0.0,0.61,0.213,Overrated
2421,2.857,0.0,0.775,0.071,Fair
2422,1.846,0.0,0.349,0.131,Fair
2423,3.567,0.0,1.306,0.213,Controversial
2424,3.229,0.0,0.968,0.146,Fair
2425,4.0,0.013,0.0,0.294,Overrated
2427,3.47,0.013,1.608,0.187,Controversial
2428,2.478,0.013,0.897,0.011,Fair
2429,2.8,0.013,1.2,0.054,Fair
2430,2.833,0.013,0.567,0.06,Fair
2431,3.37,-0.5,1.358,0.424,Controversial
2432,3.083,0.013,1.542,0.11,Controversial
2433,3.045,0.013,0.423,0.103,Fair
2435,4.0,0.013,0.0,0.294,Overrated
2436,4.25,0.013,0.775,0.344,Overrated
2439,3.167,0.013,0.583,0.127,Fair
2442,3.833,0.0,0.083,0.267,Overrated
2443,3.375,0.013,0.768,0.169,Fair
2445,2.688,0.013,0.496,0.031,Fair
2446,2.0,0.013,0.0,0.106,Fair
2447,3.267,0.013,1.067,0.147,Fair
2448,2.667,0.013,1.083,0.027,Fair
2450,2.393,0.013,1.315,0.028,Controversial
2451,3.0,0.013,0.0,0.094,Fair
2453,2.167,0.013,0.583,0.073,Fair
2454,3.385,0.013,0.423,0.17,Fair
2455,3.384,0.013,0.808,0.17,Fair
2456,2.278,0.013,0.944,0.051,Fair
2457,3.562,0.013,0.96,0.206,Overrated
2458,2.75,0.013,0.786,0.044,Fair
2459,3.286,0.013,1.527,0.151,Controversial
2460,2.0,0.013,1.0,0.106,Fair
2462,3.0,0.013,0.0,0.094,Fair
2463,3.321,0.0,0.908,0.164,Fair
2465,1.5,0.013,0.25,0.206,Underrated
2467,3.75,0.0,0.566,0.25,Overrated
2468,2.5,0.013,0.571,0.006,Fair
2469,3.214,0.013,1.321,0.136,Controversial
2470,3.175,0.0,0.826,0.135,Fair
2471,2.565,0.0,1.53,0.013,Controversial
2472,3.0,0.013,1.0,0.094,Fair
2473,2.562,0.013,0.246,0.006,Fair
2474,3.536,0.013,0.479,0.201,Overrated
2475,3.667,0.013,2.333,0.227,Controversial
2476,3.75,0.013,0.568,0.244,Overrated
2477,3.333,0.013,2.333,0.16,Controversial
2478,3.135,0.013,0.891,0.12,Fair
2481,4.0,0.013,0.0,0.294,Overrated
2482,3.0,0.013,0.0,0.094,Fair
2483,3.5,0.013,0.0,0.194,Fair
2485,3.019,0.013,0.721,0.097,Fair
2488,4.25,0.013,1.125,0.344,Overrated
2490,3.422,0.013,0.977,0.178,Fair
2491,3.6,0.0,1.175,0.22,Overrated
2492,3.0,0.013,2.0,0.094,Controversial
2493,4.0,0.013,0.0,0.294,Overrated
2494,4.0,0.0,0.0,0.3,Overrated
2495,4.0,0.013,1.75,0.294,Controversial
2496,3.109,0.013,0.772,0.115,Fair
2497,2.917,0.013,1.042,0.077,Fair
2498,2.1,0.013,0.55,0.086,Fair
2500,2.0,0.013,1.25,0.106,Controversial
2501,3.75,0.013,0.634,0.244,Overrated
2502,4.09,0.0,0.656,0.318,Overrated
2503,4.0,0.013,0.0,0.294,Overrated
2504,3.167,0.013,0.567,0.127,Fair
2505,2.944,0.0,0.732,0.089,Fair
2506,3.333,0.0,1.167,0.167,Fair
2511,4.667,0.013,0.333,0.427,Overrated
2512,5.0,0.013,0.0,0.494,Overrated
2513,2.85,0.013,1.336,0.064,Controversial
2514,2.5,0.013,0.0,0.006,Fair
2515,1.75,0.013,0.125,0.156,Fair
2516,1.0,0.013,0.0,0.306,Underrated
2517,3.045,0.0,1.223,0.109,Controversial
2518,3.05,0.013,1.025,0.104,Fair
2520,2.167,0.013,1.083,0.073,Fair
2521,3.5,0.013,0.5,0.194,Fair
2522,3.25,0.013,1.583,0.144,Controversial
2523,2.5,0.013,0.5,0.006,Fair
2524,3.562,0.013,0.817,0.206,Overrated
2525,2.0,0.013,1.0,0.106,Fair
2526,2.5,0.013,0.5,0.006,Fair
2527,3.417,0.013,0.301,0.177,Fair
2528,3.229,0.013,0.543,0.139,Fair
2529,3.804,0.0,0.743,0.261,Overrated
2530,2.778,0.013,1.448,0.049,Controversial
2531,2.778,0.013,1.694,0.049,Controversial
2532,2.792,0.013,1.248,0.052,Controversial
2533,3.0,0.013,1.179,0.094,Fair
2534,3.5,0.013,0.5,0.194,Fair
2535,2.667,0.013,0.333,0.027,Fair
2537,2.0,0.013,1.0,0.106,Fair
2538,1.0,0.013,0.0,0.306,Underrated
2539,3.096,0.013,0.692,0.113,Fair
2540,2.5,0.013,0.25,0.006,Fair
2541,3.225,0.013,0.91,0.139,Fair
2542,4.052,0.013,0.774,0.304,Overrated
2544,3.0,0.013,0.0,0.094,Fair
2546,3.25,0.013,1.125,0.144,Fair
2548,1.833,0.013,0.167,0.14,Fair
2549,2.917,0.013,0.442,0.077,Fair
2550,4.0,0.0,0.667,0.3,Overrated
2551,3.688,0.013,0.924,0.231,Overrated
2552,1.5,0.013,0.5,0.206,Underrated
2553,3.083,-1.0,0.842,0.617,Overrated
2554,3.167,-1.0,1.083,0.633,Overrated
2555,1.667,0.013,0.333,0.173,Fair
2557,4.5,0.013,0.0,0.394,Overrated
2558,2.333,0.013,1.0,0.04,Fair
2559,3.0,0.013,0.0,0.094,Fair
2560,3.0,0.013,0.929,0.094,Fair
2561,2.75,0.013,0.25,0.044,Fair
2563,4.167,0.013,1.083,0.327,Overrated
2565,4.167,0.0,0.424,0.333,Overrated
2566,2.0,0.013,2.0,0.106,Controversial
2567,2.974,0.013,0.569,0.088,Fair
2568,3.188,0.013,1.996,0.131,Controversial
2570,3.2,0.013,0.2,0.134,Fair
2571,4.263,0.0,0.713,0.353,Overrated
2572,3.585,0.0,0.94,0.217,Overrated
2573,1.0,0.013,0.0,0.306,Underrated
2574,2.0,0.013,0.8,0.106,Fair
2575,3.75,0.013,0.917,0.244,Overrated
2577,3.0,0.013,0.0,0.094,Fair
2579,3.833,-0.286,0.067,0.41,Overrated
2580,3.962,0.013,0.65,0.286,Overrated
2581,2.958,1.0,1.163,0.408,Underrated
2582,3.0,0.013,3.25,0.094,Controversial
2583,3.875,0.0,0.915,0.275,Overrated
2585,4.25,0.013,0.125,0.344,Overrated
2586,3.0,0.013,0.0,0.094,Fair
2587,3.25,0.013,0.917,0.144,Fair
2589,3.5,0.013,0.0,0.194,Fair
2590,2.5,0.013,0.0,0.006,Fair
2593,3.375,0.013,0.229,0.169,Fair
2594,3.75,0.013,0.569,0.244,Overrated
2596,3.792,0.013,0.748,0.252,Overrated
2597,2.75,0.013,0.125,0.044,Fair
2598,2.84,0.0,1.078,0.068,Fair
2599,3.718,0.013,0.97,0.237,Overrated
2600,3.864,0.0,0.647,0.273,Overrated
2605,2.988,0.013,0.875,0.091,Fair
2606,2.714,0.013,0.566,0.036,Fair
2607,4.0,0.013,0.5,0.294,Overrated
2609,4.0,0.013,0.0,0.294,Overrated
2611,3.0,0.013,0.0,0.094,Fair
2612,4.0,0.0,0.0,0.3,Overrated
2613,2.875,0.013,1.839,0.069,Controversial
2614,1.0,0.013,0.0,0.306,Underrated
2615,2.875,0.013,1.396,0.069,Controversial
2616,2.885,1.0,1.126,0.423,Underrated
2617,3.28,0.013,0.939,0.15,Fair
2618,3.4,0.013,0.175,0.174,Fair
2620,3.0,0.013,0.0,0.094,Fair
2622,3.136,0.013,0.505,0.121,Fair
2623,1.0,0.013,0.0,0.306,Underrated
2624,4.25,0.013,1.125,0.344,Overrated
2625,2.5,0.013,2.0,0.006,Controversial
2628,3.163,0.0,1.125,0.133,Fair
2629,2.5,0.013,0.5,0.006,Fair
2630,3.5,0.013,0.5,0.194,Fair
2632,4.0,0.013,0.0,0.294,Overrated
2633,3.333,0.013,1.333,0.16,Controversial
2634,3.333,0.013,0.333,0.16,Fair
2639,3.125,0.013,0.396,0.119,Fair
2640,3.607,0.0,0.676,0.221,Overrated
2641,3.073,0.0,0.67,0.115,Fair
2642,2.25,0.0,0.78,0.05,Fair
2643,1.767,0.013,0.317,0.153,Fair
2644,3.333,0.013,0.312,0.16,Fair
2648,3.909,0.0,0.891,0.282,Overrated
2651,1.0,0.013,0.0,0.306,Underrated
2652,3.0,0.013,0.0,0.094,Fair
2654,3.6,0.013,1.425,0.214,Controversial
2655,2.0,0.013,0.0,0.106,Fair
2656,3.0,0.013,0.0,0.094,Fair
2657,3.341,0.013,1.241,0.162,Controversial
2659,2.0,0.013,0.0,0.106,Fair
2660,3.5,0.0,0.167,0.2,Fair
2661,3.0,0.013,0.0,0.094,Fair
2662,3.167,1.0,0.742,0.367,Underrated
2664,3.769,0.0,0.484,0.254,Overrated
2665,1.0,0.013,0.0,0.306,Underrated
2668,2.938,0.013,0.531,0.081,Fair
2669,3.5,0.013,0.5,0.194,Fair
2670,3.6,0.013,0.8,0.214,Overrated
2671,3.509,0.013,0.968,0.195,Fair
2672,3.182,0.013,0.714,0.13,Fair
2674,2.25,0.013,1.125,0.056,Fair
2676,3.167,0.013,1.467,0.127,Controversial
2677,4.375,0.0,0.229,0.375,Overrated
2681,3.0,0.013,0.25,0.094,Fair
2682,4.0,0.013,0.0,0.294,Overrated
2683,3.364,0.013,1.09,0.166,Fair
2686,4.026,0.013,0.485,0.299,Overrated
2687,3.458,0.013,0.976,0.185,Fair
2688,3.107,0.013,0.584,0.115,Fair
2690,3.7,0.013,0.678,0.234,Overrated
2691,3.667,0.013,1.083,0.227,Overrated
2692,4.0,0.0,0.426,0.3,Overrated
2693,3.375,0.0,2.562,0.175,Controversial
2694,3.255,0.0,0.727,0.151,Fair
2695,2.0,0.013,0.0,0.106,Fair
2696,4.333,0.013,0.333,0.36,Overrated
2697,3.5,0.013,0.0,0.194,Fair
2698,2.0,0.013,0.0,0.106,Fair
2699,2.856,0.0,0.817,0.071,Fair
2700,3.907,0.0,0.876,0.281,Overrated
2701,2.31,0.013,0.836,0.044,Fair
2702,3.406,0.013,1.041,0.175,Fair
2706,3.407,0.125,1.018,0.119,Fair
2707,3.405,0.013,0.565,0.175,Fair
2708,4.0,0.013,0.0,0.294,Overrated
2709,3.167,0.013,1.5,0.127,Controversial
2710,2.91,0.5,1.704,0.168,Controversial
2712,3.462,0.0,1.239,0.192,Controversial
2713,2.864,0.013,0.405,0.066,Fair
2716,3.785,0.0,0.749,0.257,Overrated
2717,3.054,0.0,0.647,0.111,Fair
2718,3.2,0.013,0.678,0.134,Fair
2719,2.25,0.0,0.523,0.05,Fair
2720,2.471,0.013,0.921,0.012,Fair
2722,2.857,0.013,0.794,0.065,Fair
2723,3.09,0.0,1.143,0.118,Fair
2724,2.89,0.013,0.994,0.072,Fair
2725,2.0,0.013,0.0,0.106,Fair
2726,4.056,0.0,0.278,0.311,Overrated
2727,3.0,0.013,0.0,0.094,Fair
2728,3.577,0.0,0.577,0.215,Overrated
2729,3.5,0.013,0.25,0.194,Fair
2730,3.714,0.013,0.988,0.236,Overrated
2731,4.0,0.0,0.591,0.3,Overrated
2732,4.5,0.013,0.25,0.394,Overrated
2733,2.0,0.013,0.0,0.106,Fair
2734,3.25,0.013,0.347,0.144,Fair
2735,2.719,0.013,1.099,0.037,Fair
2736,3.6,0.013,0.3,0.214,Overrated
2737,4.0,0.013,0.0,0.294,Overrated
2738,4.0,0.013,0.0,0.294,Overrated
2739,3.917,0.013,0.583,0.277,Overrated
2740,1.0,0.013,0.0,0.306,Underrated
2741,2.0,0.013,0.0,0.106,Fair
2742,1.0,0.013,0.0,0.306,Underrated
2743,3.0,0.013,0.0,0.094,Fair
2744,4.0,0.013,0.0,0.294,Overrated
2745,3.5,0.0,0.75,0.2,Fair
2746,3.333,0.013,0.518,0.16,Fair
2747,3.0,0.013,0.5,0.094,Fair
2748,2.1,0.013,0.55,0.086,Fair
2749,4.0,0.013,0.0,0.294,Overrated
2750,3.143,0.0,0.393,0.129,Fair
2751,4.0,0.013,0.0,0.294,Overrated
2752,2.812,0.013,0.424,0.056,Fair
2754,1.0,0.013,0.0,0.306,Underrated
2757,3.5,0.013,0.0,0.194,Fair
2759,3.5,0.013,0.714,0.194,Fair
2761,4.051,0.0,0.642,0.31,Overrated
2762,3.955,0.111,0.725,0.235,Overrated
2763,3.646,0.013,0.744,0.223,Overrated
2764,4.0,0.013,0.417,0.294,Overrated
2765,3.5,0.013,0.0,0.194,Fair
2766,3.25,0.013,0.125,0.144,Fair
2769,3.4,0.013,1.8,0.174,Controversial
2770,3.027,0.013,0.944,0.099,Fair
2771,3.25,0.013,2.917,0.144,Controversial
2772,2.85,0.013,1.947,0.064,Controversial
2774,3.0,0.013,0.0,0.094,Fair
2775,1.0,0.013,0.0,0.306,Underrated
2779,3.269,0.013,0.442,0.147,Fair
2782,3.333,0.013,1.583,0.16,Controversial
2784,3.25,0.013,0.125,0.144,Fair
2786,1.75,0.013,0.25,0.156,Fair
2787,2.417,0.0,0.242,0.017,Fair
2788,4.054,0.013,0.506,0.304,Overrated
2789,2.875,0.013,1.729,0.069,Controversial
2790,2.0,0.013,2.0,0.106,Controversial
2791,3.852,-0.5,0.92,0.52,Overrated
2792,3.184,0.013,1.45,0.13,Controversial
2793,2.3,0.013,0.844,0.046,Fair
2794,2.633,0.013,0.267,0.02,Fair
2795,3.654,0.013,0.675,0.224,Overrated
2796,2.8,0.013,0.678,0.054,Fair
2797,3.756,0.0,0.664,0.251,Overrated
2798,1.682,0.013,0.564,0.17,Fair
2799,1.583,0.013,0.642,0.19,Fair
2800,2.5,0.013,0.0,0.006,Fair
2801,4.5,0.0,0.0,0.4,Overrated
2802,3.038,0.013,0.186,0.101,Fair
2803,2.923,0.0,0.452,0.085,Fair
2804,3.973,0.0,0.902,0.295,Overrated
2805,3.0,0.013,0.75,0.094,Fair
2806,2.562,0.013,1.746,0.006,Controversial
2807,3.333,0.013,2.333,0.16,Controversial
2808,2.433,0.013,1.102,0.02,Fair
2810,4.2,0.013,1.075,0.334,Overrated
2812,3.0,0.013,0.0,0.094,Fair
2813,1.0,0.013,0.0,0.306,Underrated
2815,2.286,0.013,0.571,0.049,Fair
2816,1.667,0.013,1.333,0.173,Controversial
2817,2.0,0.013,1.0,0.106,Fair
2818,1.0,0.013,0.0,0.306,Underrated
2819,3.75,0.013,1.033,0.244,Overrated
2820,4.0,0.013,0.0,0.294,Overrated
2822,3.136,0.013,1.355,0.121,Controversial
2824,5.0,0.013,0.0,0.494,Overrated
2826,2.904,0.013,1.0,0.074,Fair
2827,2.273,0.0,0.768,0.045,Fair
2828,1.5,0.013,0.5,0.206,Underrated
2829,3.071,0.013,1.202,0.108,Controversial
2835,1.0,0.013,0.0,0.306,Underrated
2836,3.5,0.013,1.667,0.194,Controversial
2837,3.0,0.013,0.0,0.094,Fair
2839,4.0,0.013,0.0,0.294,Overrated
2840,2.87,0.013,1.096,0.067,Fair
2841,3.528,0.013,0.749,0.199,Fair
2843,3.944,0.013,1.403,0.282,Controversial
2844,2.667,0.013,2.333,0.027,Controversial
2846,3.857,0.013,0.643,0.265,Overrated
2847,3.0,0.013,0.0,0.094,Fair
2848,4.0,0.013,0.0,0.294,Overrated
2851,3.25,0.013,1.583,0.144,Controversial
2852,4.0,0.013,0.0,0.294,Overrated
2856,3.0,0.013,0.0,0.094,Fair
2857,3.286,0.013,0.643,0.151,Fair
2858,4.071,0.013,0.88,0.308,Overrated
2859,3.857,0.013,0.726,0.265,Overrated
2860,2.611,0.013,0.361,0.016,Fair
2861,3.375,0.013,0.554,0.169,Fair
2862,1.0,0.013,0.0,0.306,Underrated
2863,3.474,0.0,0.735,0.195,Fair
2865,4.0,0.013,0.0,0.294,Overrated
2866,3.6,0.013,0.175,0.214,Overrated
2867,3.583,0.013,1.174,0.21,Overrated
2868,2.0,0.013,2.0,0.106,Controversial
2870,3.312,0.013,0.21,0.156,Fair
2871,3.9,0.0,0.403,0.28,Overrated
2872,3.64,0.0,1.032,0.228,Overrated
2874,3.667,0.013,0.333,0.227,Overrated
2875,2.95,0.013,0.469,0.084,Fair
2876,2.0,0.013,0.0,0.106,Fair
2877,3.0,0.013,1.333,0.094,Controversial
2878,2.0,0.013,0.0,0.106,Fair
2879,3.312,0.013,1.781,0.156,Controversial
2880,3.214,0.013,1.321,0.136,Controversial
2881,3.167,0.013,1.0,0.127,Fair
2882,2.0,0.013,0.5,0.106,Fair
2883,3.2,0.013,0.2,0.134,Fair
2884,2.0,0.013,0.0,0.106,Fair
2885,2.0,0.013,0.0,0.106,Fair
2886,1.5,0.013,0.5,0.206,Underrated
2887,1.0,0.013,0.0,0.306,Underrated
2888,2.1,0.013,1.175,0.086,Fair
2889,3.75,0.013,0.429,0.244,Overrated
2890,3.711,0.013,0.596,0.236,Overrated
2891,4.0,0.013,1.0,0.294,Overrated
2892,1.0,0.013,0.0,0.306,Underrated
2893,3.0,0.013,0.0,0.094,Fair
2894,4.0,0.013,0.0,0.294,Overrated
2896,3.0,0.013,0.0,0.094,Fair
2897,4.0,0.013,0.0,0.294,Overrated
2898,2.0,0.013,0.0,0.106,Fair
2899,3.0,0.013,4.0,0.094,Controversial
2900,2.5,0.013,0.5,0.006,Fair
2901,2.967,0.013,1.731,0.087,Controversial
2902,2.5,0.013,0.333,0.006,Fair
2903,2.5,0.013,0.5,0.006,Fair
2905,4.25,0.0,0.25,0.35,Overrated
2906,2.571,0.013,2.286,0.008,Controversial
2907,3.571,0.013,1.286,0.208,Controversial
2908,3.551,0.013,1.168,0.204,Overrated
2912,3.893,0.013,0.545,0.272,Overrated
2915,3.44,0.0,0.844,0.188,Fair
2916,3.669,0.013,0.659,0.227,Overrated
2917,4.0,0.013,0.444,0.294,Overrated
2918,3.836,1.0,0.689,0.233,Underrated
2919,3.812,0.0,0.567,0.262,Overrated
2921,4.182,0.013,0.364,0.33,Overrated
2922,3.6,0.013,0.3,0.214,Overrated
2924,4.136,0.013,0.805,0.321,Overrated
2925,4.1,0.013,0.675,0.314,Overrated
2926,3.318,0.013,0.814,0.157,Fair
2927,3.5,0.0,0.5,0.2,Fair
2928,3.5,0.013,0.5,0.194,Fair
2929,3.25,0.013,0.125,0.144,Fair
2930,3.5,0.013,0.0,0.194,Fair
2931,4.167,0.013,0.083,0.327,Overrated
2932,3.667,0.013,0.333,0.227,Overrated
2935,4.0,0.0,1.714,0.3,Controversial
2936,4.0,0.013,0.583,0.294,Overrated
2937,4.1,0.0,0.925,0.32,Overrated
2940,4.0,0.0,0.0,0.3,Overrated
2941,3.778,0.0,0.444,0.256,Overrated
2942,2.875,0.013,0.917,0.069,Fair
2943,4.167,0.0,0.583,0.333,Overrated
2944,3.97,0.013,0.312,0.287,Overrated
2946,3.357,0.013,0.143,0.165,Fair
2947,3.84,0.013,0.45,0.261,Overrated
2948,3.75,0.013,0.55,0.244,Overrated
2949,3.712,0.013,0.438,0.236,Overrated
2950,2.464,0.013,0.941,0.014,Fair
2951,3.95,-1.0,0.703,0.79,Overrated
2952,3.542,0.0,0.339,0.208,Overrated
2953,2.732,0.25,1.564,0.079,Controversial
2956,3.167,0.013,0.567,0.127,Fair
2959,4.329,0.037,0.55,0.347,Overrated
2961,2.4,0.013,0.8,0.026,Fair
2962,3.0,0.013,0.0,0.094,Fair
2964,1.0,0.013,0.0,0.306,Underrated
2965,2.0,0.013,0.0,0.106,Fair
2966,3.929,0.0,0.225,0.286,Overrated
2967,4.0,-1.0,0.0,0.8,Overrated
2968,3.841,0.0,0.718,0.268,Overrated
2969,5.0,0.013,0.0,0.494,Overrated
2970,3.375,0.013,0.562,0.169,Fair
2971,4.083,0.013,0.442,0.31,Overrated
2972,5.0,0.013,0.0,0.494,Overrated
2973,3.917,0.013,0.478,0.277,Overrated
2974,2.5,0.013,0.0,0.006,Fair
2975,3.0,0.013,0.0,0.094,Fair
2976,3.5,0.013,0.583,0.194,Fair
2977,3.0,0.013,2.0,0.094,Controversial
2978,3.0,0.013,0.667,0.094,Fair
2979,3.0,0.013,0.0,0.094,Fair
2982,2.0,0.013,0.0,0.106,Fair
2983,4.0,0.013,0.0,0.294,Overrated
2984,4.5,0.013,0.0,0.394,Overrated
2985,3.436,0.013,0.869,0.181,Fair
2986,2.729,0.013,1.26,0.039,Controversial
2987,3.604,1.0,0.757,0.279,Underrated
2988,4.0,0.013,0.0,0.294,Overrated
2989,3.548,0.013,0.898,0.203,Overrated
2990,3.325,0.013,0.928,0.159,Fair
2991,3.696,0.013,0.562,0.233,Overrated
2992,3.5,0.013,0.0,0.194,Fair
2993,3.479,0.013,0.489,0.189,Fair
2995,2.429,0.013,0.841,0.021,Fair
2996,3.125,0.013,0.729,0.119,Fair
2997,3.99,0.013,0.691,0.292,Overrated
3000,4.032,0.167,0.667,0.223,Overrated
3002,4.0,0.013,0.0,0.294,Overrated
3003,4.5,0.013,0.0,0.394,Overrated
3004,2.545,0.013,1.623,0.003,Controversial
3005,2.938,0.013,1.137,0.081,Fair
3006,3.742,0.5,0.481,0.002,Fair
3007,3.75,0.0,0.275,0.25,Overrated
3008,4.0,0.013,0.0,0.294,Overrated
3010,4.0,0.013,0.0,0.294,Overrated
3011,3.25,0.0,0.917,0.15,Fair
3013,4.0,0.013,0.0,0.294,Overrated
3014,2.0,0.013,0.0,0.106,Fair
3015,3.667,0.013,0.333,0.227,Overrated
3016,3.167,0.013,0.81,0.127,Fair
3017,3.0,0.013,0.667,0.094,Fair
3018,3.5,0.013,1.05,0.194,Fair
3019,4.15,0.013,0.892,0.324,Overrated
3020,3.529,0.013,1.108,0.199,Fair
3021,2.0,0.013,0.0,0.106,Fair
3022,4.0,0.013,1.188,0.294,Overrated
3024,2.643,0.013,1.226,0.022,Controversial
3028,2.5,0.0,0.5,0.0,Fair
3029,3.25,0.013,0.575,0.144,Fair
3030,4.231,0.0,1.317,0.346,Controversial
3031,2.375,0.013,1.229,0.031,Controversial
3032,3.667,0.013,0.567,0.227,Overrated
3033,3.483,0.013,0.72,0.19,Fair
3034,3.514,0.013,0.807,0.196,Fair
3035,3.818,0.013,0.564,0.257,Overrated
3036,3.786,0.013,1.155,0.251,Overrated
3037,4.146,0.013,1.076,0.323,Overrated
3038,4.2,0.013,0.325,0.334,Overrated
3039,3.75,0.0,0.59,0.25,Overrated
3040,3.222,0.0,1.944,0.144,Controversial
3041,2.083,0.013,1.842,0.09,Controversial
3042,2.5,0.013,0.5,0.006,Fair
3043,1.0,0.013,0.0,0.306,Underrated
3044,3.769,0.0,0.817,0.254,Overrated
3045,3.6,0.013,0.8,0.214,Overrated
3046,4.5,0.013,0.5,0.394,Overrated
3048,2.0,0.013,1.0,0.106,Fair
3051,2.5,0.013,0.75,0.006,Fair
3052,3.646,0.0,0.963,0.229,Overrated
3053,3.909,0.013,0.641,0.275,Overrated
3054,2.571,0.013,0.869,0.008,Fair
3055,3.333,0.013,0.333,0.16,Fair
3056,4.0,0.013,0.0,0.294,Overrated
3057,4.0,0.013,0.0,0.294,Overrated
3060,3.867,0.0,0.66,0.273,Overrated
3061,3.625,0.013,1.411,0.219,Controversial
3062,4.0,0.013,0.15,0.294,Overrated
3063,2.167,0.013,0.967,0.073,Fair
3064,2.333,0.013,0.333,0.04,Fair
3066,3.929,0.013,0.369,0.279,Overrated
3067,3.55,0.013,1.414,0.204,Controversial
3068,4.357,0.013,0.56,0.365,Overrated
3070,3.548,0.013,0.973,0.203,Overrated
3071,3.5,1.0,0.688,0.3,Underrated
3072,3.556,1.0,1.16,0.289,Underrated
3073,5.0,0.013,0.0,0.494,Overrated
3074,4.25,0.013,0.917,0.344,Overrated
3075,4.167,0.013,1.083,0.327,Overrated
3076,3.625,0.013,0.562,0.219,Overrated
3077,4.0,0.0,0.0,0.3,Overrated
3078,4.0,0.013,0.0,0.294,Overrated
3079,3.083,0.013,0.442,0.11,Fair
3081,3.525,0.0,0.687,0.205,Overrated
3082,3.333,0.013,1.189,0.16,Fair
3083,4.158,0.013,0.974,0.325,Overrated
3086,5.0,0.013,0.0,0.494,Overrated
3087,3.167,0.5,1.123,0.117,Fair
3088,4.136,0.013,0.505,0.321,Overrated
3089,4.281,0.013,0.532,0.35,Overrated
3090,4.167,0.013,0.467,0.327,Overrated
3091,4.125,0.013,0.229,0.319,Overrated
3093,3.75,0.013,0.75,0.244,Overrated
3094,4.0,0.013,0.0,0.294,Overrated
3095,4.111,0.0,0.236,0.322,Overrated
3096,5.0,0.013,0.0,0.494,Overrated
3097,3.667,0.0,2.333,0.233,Controversial
3098,3.646,0.0,0.489,0.229,Overrated
3099,3.071,0.013,2.536,0.108,Controversial
3100,3.932,0.013,0.698,0.28,Overrated
3101,3.097,0.0,1.412,0.119,Controversial
3102,3.571,0.013,0.369,0.208,Overrated
3103,2.75,0.013,1.125,0.044,Fair
3104,3.636,0.013,0.671,0.221,Overrated
3105,3.682,0.013,0.418,0.23,Overrated
3106,1.0,0.013,0.0,0.306,Underrated
3107,3.432,0.013,0.84,0.18,Fair
3108,3.824,0.0,0.809,0.265,Overrated
3109,3.5,0.013,0.333,0.194,Fair
3111,4.25,0.0,0.25,0.35,Overrated
3112,3.0,0.013,0.0,0.094,Fair
3113,2.7,0.013,1.529,0.034,Controversial
3114,3.872,0.25,0.697,0.149,Fair
3115,4.0,-1.0,0.5,0.8,Overrated
3117,3.875,0.013,0.396,0.269,Overrated
3120,3.5,0.013,0.5,0.194,Fair
3125,4.0,0.0,0.0,0.3,Overrated
3127,2.833,0.013,0.583,0.06,Fair
3129,3.667,0.013,0.333,0.227,Overrated
3130,2.4,0.013,1.3,0.026,Controversial
3132,2.0,0.013,0.0,0.106,Fair
3134,3.714,0.0,1.238,0.243,Controversial
3135,3.667,0.0,0.333,0.233,Overrated
3138,3.0,0.013,0.0,0.094,Fair
3141,1.25,0.013,0.125,0.256,Underrated
3142,3.25,0.013,2.25,0.144,Controversial
3143,3.0,0.013,0.0,0.094,Fair
3145,3.167,0.013,0.583,0.127,Fair
3146,2.438,0.013,1.362,0.019,Controversial
3147,4.167,0.0,0.442,0.333,Overrated
3148,3.75,0.013,0.725,0.244,Overrated
3150,3.25,0.013,1.125,0.144,Fair
3152,4.5,-1.0,0.286,0.9,Overrated
3153,4.4,0.013,0.425,0.374,Overrated
3155,3.667,0.013,1.125,0.227,Overrated
3156,2.8,0.013,1.279,0.054,Controversial
3157,2.972,0.013,0.72,0.088,Fair
3158,3.667,0.013,0.333,0.227,Overrated
3159,3.833,0.013,0.524,0.26,Overrated
3160,3.712,0.0,0.984,0.242,Overrated
3161,3.0,0.013,2.0,0.094,Controversial
3162,3.0,0.013,0.0,0.094,Fair
3163,3.875,0.013,0.729,0.269,Overrated
3165,3.0,0.013,2.0,0.094,Controversial
3167,3.5,0.013,0.333,0.194,Fair
3168,3.603,0.013,0.775,0.214,Overrated
3169,3.3,0.013,0.45,0.154,Fair
3171,4.0,0.013,0.0,0.294,Overrated
3173,3.0,0.013,0.824,0.094,Fair
3174,3.5,0.0,0.679,0.2,Fair
3175,3.58,-1.0,1.081,0.716,Overrated
3176,3.396,-0.167,1.117,0.262,Overrated
3177,3.25,0.013,0.975,0.144,Fair
3178,3.531,0.0,0.649,0.206,Overrated
3179,3.333,0.013,0.333,0.16,Fair
3181,3.917,0.0,0.742,0.283,Overrated
3182,4.0,0.013,0.375,0.294,Overrated
3183,3.0,0.013,0.0,0.094,Fair
3185,3.333,0.013,0.333,0.16,Fair
3186,3.464,0.0,0.591,0.193,Fair
3189,3.545,0.013,0.323,0.203,Overrated
3190,2.0,0.013,2.0,0.106,Controversial
3192,3.0,0.0,0.0,0.1,Fair
